"state","city","tourist_place","category","date_recorded","altitude","climate_type","season","climate_change_risk","rainfall_mm"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","11/23/2023","2689","Humid","Summer","Moderate","343"
"Meghalaya","Shillong","Living Root Bridges","Nature","3/22/2023","458","Hot-Dry","Monsoon","Moderate","20"
"Telangana","Hyderabad","Golconda Fort","Fort","5/3/2023","2011","Tropical","Summer","High","395"
"Telangana","Hyderabad","Charminar","Monument","11/25/2023","3100","Hot-Dry","Winter","Low","326"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","4/11/2023","1292","Mountain","Summer","High","112"
"Tamil Nadu","Chennai","Marina Beach","Beach","10/13/2023","1616","Hot-Dry","Winter","High","142"
"Uttar Pradesh","Agra","Agra Fort","Monument","4/14/2023","3428","Cold","Summer","Moderate","298"
"Rajasthan","Jaipur","Hawa Mahal","Monument","4/28/2023","3122","Humid","Monsoon","Moderate","176"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","9/24/2023","733","Cold","Winter","Low","165"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","1/18/2023","2513","Cold","Monsoon","Moderate","394"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","6/29/2023","3067","Humid","Monsoon","Moderate","226"
"Goa","Goa","Baga Beach","Beach","10/31/2023","1058","Mountain","Monsoon","High","178"
"Delhi","Delhi","India Gate","Monument","11/15/2023","3907","Cold","Summer","Moderate","51"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","5/27/2023","2676","Humid","Summer","High","23"
"Rajasthan","Udaipur","City Palace","Palace","1/30/2023","1897","Hot-Dry","Monsoon","High","274"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","4/9/2023","3385","Tropical","Winter","Moderate","381"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","10/1/2023","2490","Tropical","Summer","Low","205"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","7/19/2023","3742","Tropical","Monsoon","Low","361"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","7/10/2023","397","Tropical","Winter","Moderate","63"
"Odisha","Konark","Sun Temple","Temple","12/21/2023","3143","Humid","Summer","Moderate","245"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","7/19/2023","3171","Tropical","Summer","High","316"
"Goa","Goa","Calangute Beach","Beach","9/4/2023","3296","Tropical","Winter","Moderate","51"
"Punjab","Amritsar","Golden Temple","Temple","12/10/2023","3681","Tropical","Summer","High","148"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","6/6/2023","3356","Cold","Monsoon","Moderate","259"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","4/13/2023","1941","Mountain","Summer","Moderate","262"
"Rajasthan","Jaipur","Hawa Mahal","Monument","12/5/2023","2322","Hot-Dry","Winter","Low","108"
"Sikkim","Gangtok","Tsomgo Lake","Lake","4/20/2023","2043","Mountain","Winter","Low","165"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","8/12/2023","2662","Humid","Monsoon","Low","335"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","1/1/2023","1441","Humid","Winter","High","215"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","12/19/2023","1171","Humid","Summer","High","230"
"Odisha","Puri","Jagannath Temple","Temple","11/24/2023","3191","Tropical","Monsoon","Low","388"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","10/30/2023","2396","Mountain","Monsoon","Moderate","192"
"Odisha","Puri","Jagannath Temple","Temple","8/9/2023","2620","Mountain","Winter","Low","61"
"Rajasthan","Jaipur","Hawa Mahal","Monument","10/30/2023","157","Cold","Winter","Low","114"
"Lakshadweep","Lakshadweep","Agatti Island","Island","10/6/2023","2697","Cold","Monsoon","High","252"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","2/26/2023","3253","Cold","Monsoon","Low","28"
"Delhi","Delhi","Red Fort","Fort","4/10/2023","1267","Humid","Monsoon","Moderate","256"
"Telangana","Hyderabad","Charminar","Monument","3/15/2023","2914","Mountain","Monsoon","Low","383"
"Gujarat","Somnath","Somnath Temple","Temple","1/25/2023","3220","Mountain","Summer","Moderate","256"
"Sikkim","Gangtok","Tsomgo Lake","Lake","8/27/2023","2887","Cold","Monsoon","Moderate","129"
"Delhi","Delhi","Red Fort","Fort","4/23/2023","1992","Mountain","Monsoon","High","112"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","7/6/2023","3898","Mountain","Monsoon","High","17"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","2/17/2023","1953","Tropical","Summer","High","390"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","3/30/2023","2946","Humid","Summer","Low","138"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","5/2/2023","212","Mountain","Winter","High","134"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","1/6/2023","2364","Hot-Dry","Winter","Low","166"
"Sikkim","Gangtok","Tsomgo Lake","Lake","1/22/2023","3782","Tropical","Summer","Low","302"
"Gujarat","Somnath","Somnath Temple","Temple","9/4/2023","1442","Tropical","Monsoon","Low","329"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","11/8/2023","2734","Tropical","Monsoon","High","342"
"Delhi","Delhi","Red Fort","Fort","10/28/2023","1428","Cold","Winter","Moderate","192"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","6/13/2023","3035","Cold","Summer","Moderate","263"
"Odisha","Puri","Jagannath Temple","Temple","1/31/2023","1762","Mountain","Summer","Low","216"
"Meghalaya","Shillong","Living Root Bridges","Nature","5/22/2023","1786","Hot-Dry","Summer","Low","254"
"Telangana","Hyderabad","Charminar","Monument","6/17/2023","889","Cold","Summer","Low","7"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","4/21/2023","1640","Mountain","Monsoon","Low","183"
"Maharashtra","Mumbai","Gateway of India","Monument","1/6/2023","932","Cold","Summer","High","198"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","4/10/2023","1488","Hot-Dry","Summer","Moderate","131"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","3/25/2023","3308","Mountain","Monsoon","Low","89"
"Kerala","Munnar","Tea Gardens","Nature","6/24/2023","3576","Cold","Winter","Low","393"
"Goa","Goa","Calangute Beach","Beach","4/11/2023","1677","Hot-Dry","Summer","Low","256"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","7/20/2023","1542","Hot-Dry","Monsoon","High","90"
"West Bengal","Kolkata","Victoria Memorial","Monument","6/2/2023","1453","Tropical","Winter","Moderate","25"
"Goa","Goa","Calangute Beach","Beach","4/6/2023","218","Hot-Dry","Winter","Moderate","13"
"Karnataka","Hampi","Virupaksha Temple","Temple","4/13/2023","3230","Hot-Dry","Monsoon","Moderate","193"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","3/7/2023","1177","Cold","Summer","Moderate","324"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","6/3/2023","3184","Tropical","Monsoon","Moderate","237"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","6/9/2023","2168","Tropical","Winter","Moderate","9"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","8/15/2023","3204","Tropical","Monsoon","Low","76"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","1/26/2023","324","Hot-Dry","Summer","Moderate","60"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","8/10/2023","1191","Cold","Summer","Moderate","381"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","6/13/2023","611","Mountain","Summer","Moderate","363"
"Uttar Pradesh","Agra","Agra Fort","Monument","8/17/2023","2158","Hot-Dry","Monsoon","High","204"
"Delhi","Delhi","India Gate","Monument","11/20/2023","1728","Cold","Winter","Moderate","230"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","4/6/2023","1992","Tropical","Winter","Low","188"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","8/2/2023","2846","Hot-Dry","Winter","Moderate","250"
"Sikkim","Gangtok","Tsomgo Lake","Lake","8/29/2023","2646","Hot-Dry","Winter","High","341"
"Kerala","Kochi","Fort Kochi","Heritage","12/10/2023","3350","Mountain","Winter","Low","147"
"Uttar Pradesh","Agra","Agra Fort","Monument","4/2/2023","444","Mountain","Monsoon","Low","361"
"Rajasthan","Jaipur","Amber Fort","Fort","4/22/2023","1034","Hot-Dry","Monsoon","High","4"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","7/20/2023","2745","Humid","Winter","High","161"
"Kerala","Kochi","Fort Kochi","Heritage","10/3/2023","1405","Humid","Monsoon","High","179"
"Lakshadweep","Lakshadweep","Agatti Island","Island","2/19/2023","2546","Cold","Winter","High","389"
"Lakshadweep","Lakshadweep","Agatti Island","Island","2/13/2023","2817","Hot-Dry","Summer","Moderate","369"
"Maharashtra","Mumbai","Marine Drive","Coastal","6/27/2023","604","Humid","Winter","Low","359"
"Delhi","Delhi","India Gate","Monument","2/1/2023","2326","Tropical","Winter","Moderate","187"
"Meghalaya","Shillong","Living Root Bridges","Nature","5/21/2023","1086","Cold","Monsoon","High","85"
"Sikkim","Gangtok","Tsomgo Lake","Lake","7/10/2023","2662","Hot-Dry","Monsoon","High","220"
"West Bengal","Kolkata","Victoria Memorial","Monument","9/24/2023","558","Cold","Monsoon","High","85"
"Delhi","Delhi","Red Fort","Fort","7/27/2023","2177","Tropical","Summer","Moderate","205"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","6/12/2023","3992","Hot-Dry","Monsoon","High","101"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","8/26/2023","573","Humid","Winter","High","235"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","11/16/2023","2589","Tropical","Winter","High","355"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","7/25/2023","2146","Tropical","Monsoon","High","206"
"Tamil Nadu","Chennai","Marina Beach","Beach","12/31/2023","682","Mountain","Winter","Low","236"
"Rajasthan","Jaipur","Hawa Mahal","Monument","12/20/2023","3421","Mountain","Monsoon","Low","121"
"Uttar Pradesh","Agra","Agra Fort","Monument","6/9/2023","1209","Tropical","Summer","High","290"
"Delhi","Delhi","India Gate","Monument","8/13/2023","2695","Tropical","Summer","Low","229"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","4/25/2023","1002","Mountain","Winter","Moderate","325"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","8/21/2023","1200","Humid","Summer","High","94"
"Gujarat","Somnath","Somnath Temple","Temple","9/4/2023","2517","Humid","Monsoon","Moderate","234"
"Rajasthan","Jaipur","Hawa Mahal","Monument","3/27/2023","1751","Hot-Dry","Summer","Low","222"
"Delhi","Delhi","Red Fort","Fort","7/14/2023","3404","Tropical","Monsoon","High","139"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","6/18/2023","2089","Hot-Dry","Monsoon","Moderate","384"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","2/9/2023","3376","Mountain","Monsoon","Moderate","158"
"Maharashtra","Pune","Shaniwar Wada","Fort","9/12/2023","1796","Mountain","Summer","Moderate","112"
"Odisha","Konark","Sun Temple","Temple","5/6/2023","3341","Tropical","Summer","Low","189"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","7/23/2023","636","Cold","Winter","Moderate","370"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","3/23/2023","1241","Cold","Winter","Low","325"
"Tamil Nadu","Chennai","Marina Beach","Beach","8/7/2023","1148","Hot-Dry","Summer","Moderate","43"
"Uttar Pradesh","Agra","Agra Fort","Monument","1/11/2023","1830","Tropical","Winter","High","239"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","7/19/2023","3070","Mountain","Summer","High","288"
"Sikkim","Gangtok","Tsomgo Lake","Lake","12/9/2023","8","Hot-Dry","Summer","High","122"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","11/10/2023","1825","Cold","Summer","Low","17"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","3/4/2023","2578","Hot-Dry","Monsoon","Low","33"
"Meghalaya","Shillong","Living Root Bridges","Nature","2/16/2023","571","Cold","Winter","Moderate","349"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","12/31/2023","2156","Tropical","Monsoon","Low","376"
"Punjab","Amritsar","Golden Temple","Temple","3/24/2023","2529","Hot-Dry","Monsoon","Low","74"
"Lakshadweep","Lakshadweep","Agatti Island","Island","2/17/2023","1204","Mountain","Winter","High","97"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","7/20/2023","2704","Cold","Winter","High","231"
"West Bengal","Kolkata","Victoria Memorial","Monument","2/26/2023","1351","Hot-Dry","Monsoon","High","15"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","11/6/2023","2906","Hot-Dry","Summer","Moderate","230"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","5/16/2023","3094","Tropical","Summer","Moderate","112"
"Odisha","Konark","Sun Temple","Temple","4/22/2023","2872","Tropical","Winter","Low","62"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","11/8/2023","554","Mountain","Monsoon","High","140"
"Punjab","Amritsar","Golden Temple","Temple","12/31/2023","3180","Tropical","Monsoon","High","49"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","2/10/2023","1099","Cold","Monsoon","Low","231"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","7/31/2023","2651","Humid","Monsoon","High","366"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","11/28/2023","3843","Cold","Summer","Moderate","398"
"Goa","Goa","Calangute Beach","Beach","9/6/2023","2453","Cold","Monsoon","Moderate","135"
"West Bengal","Kolkata","Victoria Memorial","Monument","1/20/2023","2186","Hot-Dry","Monsoon","Moderate","202"
"West Bengal","Kolkata","Howrah Bridge","Bridge","4/29/2023","117","Hot-Dry","Winter","High","199"
"Maharashtra","Mumbai","Marine Drive","Coastal","9/28/2023","2397","Tropical","Winter","Moderate","315"
"Telangana","Hyderabad","Golconda Fort","Fort","1/14/2023","1634","Cold","Monsoon","High","87"
"Telangana","Hyderabad","Golconda Fort","Fort","12/6/2023","3263","Tropical","Summer","Low","311"
"Odisha","Puri","Jagannath Temple","Temple","3/26/2023","1482","Mountain","Monsoon","Moderate","119"
"Kerala","Munnar","Tea Gardens","Nature","1/17/2023","3878","Cold","Winter","Moderate","207"
"Maharashtra","Mumbai","Marine Drive","Coastal","12/27/2023","3540","Hot-Dry","Summer","High","46"
"Rajasthan","Jaipur","Hawa Mahal","Monument","12/15/2023","819","Mountain","Winter","Low","79"
"Tamil Nadu","Chennai","Marina Beach","Beach","10/29/2023","2060","Hot-Dry","Summer","High","280"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","6/8/2023","1516","Humid","Monsoon","Moderate","293"
"West Bengal","Kolkata","Victoria Memorial","Monument","4/6/2023","3674","Mountain","Monsoon","High","267"
"Maharashtra","Mumbai","Gateway of India","Monument","6/5/2023","3701","Cold","Summer","Low","232"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","7/26/2023","2921","Cold","Monsoon","Low","152"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","5/29/2023","189","Cold","Winter","Low","241"
"Ladakh","Leh","Pangong Lake","Lake","2/2/2023","1760","Hot-Dry","Summer","High","240"
"Rajasthan","Udaipur","City Palace","Palace","12/9/2023","3490","Tropical","Winter","Moderate","344"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","8/30/2023","120","Hot-Dry","Summer","Moderate","193"
"Rajasthan","Udaipur","City Palace","Palace","8/5/2023","909","Hot-Dry","Summer","Moderate","87"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","12/19/2023","1348","Tropical","Winter","Low","200"
"Odisha","Konark","Sun Temple","Temple","3/31/2023","2418","Mountain","Summer","Moderate","69"
"Rajasthan","Jaipur","Amber Fort","Fort","6/22/2023","3972","Humid","Winter","Moderate","309"
"Goa","Goa","Baga Beach","Beach","7/31/2023","3134","Hot-Dry","Summer","Moderate","225"
"Kerala","Munnar","Tea Gardens","Nature","3/8/2023","3598","Mountain","Winter","Low","70"
"Goa","Goa","Baga Beach","Beach","12/14/2023","372","Mountain","Summer","Low","220"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","6/25/2023","3932","Mountain","Summer","Moderate","240"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","9/15/2023","2293","Hot-Dry","Winter","High","349"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","6/1/2023","1841","Cold","Winter","Moderate","196"
"Ladakh","Leh","Pangong Lake","Lake","3/29/2023","3128","Cold","Summer","High","5"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","1/19/2023","259","Tropical","Summer","High","54"
"Uttar Pradesh","Agra","Taj Mahal","Monument","6/19/2023","2856","Humid","Winter","High","23"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","3/7/2023","1541","Cold","Monsoon","Moderate","265"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","8/7/2023","1639","Hot-Dry","Winter","Low","202"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","6/16/2023","1503","Tropical","Monsoon","High","337"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","4/14/2023","1729","Cold","Summer","High","306"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","4/2/2023","1535","Tropical","Winter","Low","302"
"Uttar Pradesh","Agra","Agra Fort","Monument","2/12/2023","709","Tropical","Summer","High","271"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","4/10/2023","1010","Tropical","Monsoon","High","290"
"Kerala","Munnar","Tea Gardens","Nature","8/30/2023","2693","Humid","Summer","Low","104"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","4/26/2023","2256","Cold","Monsoon","Low","110"
"Ladakh","Leh","Pangong Lake","Lake","4/15/2023","3695","Mountain","Monsoon","Low","14"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","2/6/2023","1506","Humid","Summer","High","25"
"Ladakh","Leh","Pangong Lake","Lake","10/1/2023","1568","Mountain","Summer","Low","231"
"Odisha","Konark","Sun Temple","Temple","9/1/2023","3356","Mountain","Monsoon","Moderate","321"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","11/29/2023","1883","Tropical","Monsoon","Moderate","369"
"Rajasthan","Jaipur","Hawa Mahal","Monument","5/5/2023","2074","Mountain","Summer","Moderate","297"
"Telangana","Hyderabad","Golconda Fort","Fort","1/28/2023","223","Tropical","Monsoon","Moderate","228"
"Delhi","Delhi","Red Fort","Fort","7/12/2023","2280","Tropical","Monsoon","Low","301"
"Gujarat","Somnath","Somnath Temple","Temple","7/4/2023","602","Cold","Summer","Moderate","209"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","11/2/2023","3626","Hot-Dry","Winter","Moderate","121"
"Goa","Goa","Baga Beach","Beach","11/7/2023","701","Tropical","Summer","High","381"
"Gujarat","Somnath","Somnath Temple","Temple","3/24/2023","1064","Humid","Winter","Low","75"
"Karnataka","Hampi","Virupaksha Temple","Temple","12/6/2023","2350","Humid","Monsoon","High","333"
"Meghalaya","Shillong","Living Root Bridges","Nature","8/17/2023","1380","Tropical","Winter","Moderate","198"
